"model","ov_rating","va_rating"
"Lexus LS (2010 and older)",5,5
"Lexus LS (2010 and older)",5,4
"Lexus LS (2010 and older)",5,5
"Lexus LS (2010 and older)",4,4
"Lexus LS (2010 and older)",4,5
"Lexus LS (2010 and older)",5,5
"Lexus LS (2010 and older)",4,4
"Lexus LS (2010 and older)",5,5
"Lexus LS (2010 and older)",5,5
"Lexus LS (2010 and older)",5,5
"Lexus LS (2010 and older)",5,4
"Lexus LS (2010 and older)",5,4
"Volkswagen Phaeton (2004 - 2006)",4,4
"Volkswagen Phaeton (2004 - 2006)",5,4
"Volkswagen Phaeton (2004 - 2006)",5,5
"Volkswagen Phaeton (2004 - 2006)",5,5
"Volkswagen Phaeton (2004 - 2006)",5,5
"Volkswagen Phaeton (2004 - 2006)",2,1
"Volkswagen Phaeton (2004 - 2006)",4,5
"Volvo S40",5,5
"Volvo S40",3,4
"Volvo S40",2,2
"Volvo S40",3,3
"Volvo S40",4,5
"Volvo S40",5,4
"Volvo S40",3,3
"Volvo S40",4,3
"Volvo S40",3,3
"Volvo S40",1,3
"Volvo S40",5,5
"Volvo S40",1,1
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",4,4
"Volvo S40",4,4
"Volvo S40",4,4
"Volvo S40",5,5
"Volvo S40",2,2
"Volvo S40",4,5
"Volvo S40",5,5
"Volvo S40",4,3
"Volvo S40",2,2
"Volvo S40",4,5
"Volvo S40",3,4
"Volvo S40",5,5
"Volvo S40",2,3
"Volvo S40",2,2
"Volvo S40",4,4
"Volvo S40",2,3
"Volvo S40",4,4
"Volvo S40",4,5
"Volvo S40",4,4
"Volvo S40",5,4
"Volvo S40",4,5
"Volvo S40",3,3
"Volvo S40",4,5
"Volvo S40",5,5
"Volvo S40",3,3
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",1,1
"Volvo S40",3,4
"Volvo S40",4,3
"Volvo S40",4,4
"Volvo S40",1,1
"Volvo S40",2,4
"Volvo S40",1,1
"Volvo S40",4,4
"Volvo S40",4,4
"Volvo S40",5,5
"Volvo S40",1,1
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",4,5
"Volvo S40",5,5
"Volvo S40",4,4
"Volvo S40",4,4
"Volvo S40",5,5
"Volvo S40",4,5
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",2,3
"Volvo S40",5,5
"Volvo S40",4,4
"Volvo S40",3,3
"Volvo S40",2,3
"Volvo S40",4,5
"Volvo S40",5,5
"Volvo S40",4,4
"Volvo S40",4,3
"Volvo S40",3,2
"Volvo S40",1,2
"Volvo S40",5,4
"Volvo S40",4,4
"Volvo S40",3,3
"Volvo S40",1,1
"Volvo S40",2,1
"Volvo S40",4,3
"Volvo S40",4,4
"Volvo S40",3,3
"Volvo S40",2,2
"Volvo S40",1,1
"Volvo S40",1,1
"Volvo S40",3,3
"Volvo S40",1,1
"Volvo S40",4,4
"Volvo S40",1,1
"Volvo S40",1,1
"Volvo S40",2,1
"Volvo S40",2,2
"Volvo S40",2,2
"Volvo S40",5,5
"Volvo S40",1,2
"Volvo S40",4,4
"Volvo S40",5,5
"Volvo S40",1,1
"Volvo S40",2,2
"Volvo S40",5,5
"Volvo S40",5,5
"Volvo S40",2,1
"Volvo S40",4,5
"Volvo S60",5,5
"Volvo S60",1,1
"Volvo S60",3,2
"Volvo S60",1,2
"Volvo S60",1,1
"Volvo S60",5,5
"Volvo S60",2,2
"Volvo S60",5,4
"Volvo S60",2,2
"Volvo S60",3,5
"Volvo S60",5,5
"Volvo S60",4,5
"Volvo S60",5,5
"Volvo S60",5,4
"Volvo S60",4,5
"Volvo S60",2,2
"Volvo S60",1,1
"Volvo S60",1,2
"Volvo S60",4,4
"Volvo S60",5,4
"Volvo S60",5,5
"Volvo S60",5,5
"Volvo S60",4,4
"Volvo S60",5,5
"Volvo S60",2,2
"Volvo S60",5,5
"Volvo S60",4,5
"Volvo S60",5,5
"Volvo S60",5,4
"Volvo S60",5,5
"Volvo S60",4,4
"Volvo S60",5,5
"Volvo S60",5,5
"Volvo S60",5,5
"Volvo S60",5,4
"Volvo S60",5,5
"Volvo S60",4,3
"Volvo S60",5,5
"Volvo S60",5,4
"Volvo S60",5,5
"Volvo S60",4,5
"Volvo S60",1,2
"Volvo S60",5,4
"Volvo S60",1,1
"Volvo S60",2,1
"Volvo S60",3,3
"Volvo S60",3,3
"Volvo S60",1,1
"Volvo S60",4,3
"Volvo S60",4,4
"Volvo S60",3,1
"Volvo S60",5,5
"Volvo S60",4,5
"Volvo S60",2,2
"Volvo S60",2,2
"Volvo S60",1,2
"Volvo S60",4,4
"Volvo S60",4,4
"Volvo S70",5,5
"Volvo S70",2,2
"Volvo S70",5,5
"Volvo S70",4,4
"Volvo S70",5,5
"Volvo S70",1,1
"Volvo S70",5,5
"Volvo S70",2,2
"Volvo S70",3,3
"Volvo S70",5,5
"Volvo S70",2,3
"Volvo S70",4,3
"Volvo S70",5,5
"Volvo S70",3,3
"Volvo S70",4,4
"Volvo S70",4,4
"Volvo S70",3,4
"Volvo S70",4,4
"Volvo S70",4,4
"Volvo S70",5,5
"Volvo S70",4,4
"Volvo S70",3,2
"Volvo S70",4,4
"Volvo S70",3,3
"Volvo S70",5,5
"Volvo S70",5,5
"Volvo S70",5,4
"Volvo S70",1,1
"Volvo S70",2,2
"Volvo S70",5,4
"Volvo S70",2,2
"Volvo S70",5,5
"Volvo S70",5,5
"Volvo S70",2,3
"Volvo S70",5,5
"Volvo S70",5,5
"Volvo S70",4,4
"Volvo S70",4,5
"Volvo S70",4,3
"Volvo S70",1,2
"Volvo S70",4,5
"Volvo S70",2,1
"Volvo S70",2,2
"Volvo S70",5,4
"Volvo S70",5,5
"Volvo S70",2,4
"Volvo S70",2,2
"Volvo S70",3,3
"Volvo S70",2,3
"Volvo S70",5,5
"Volvo S70",5,4
"Volvo S70",5,5
"Volvo S70",4,4
"Volvo S70",3,4
"Volvo S70",4,4
"Volvo S70",3,3
"Volvo S70",3,3
"Volvo S70",5,5
"Volvo S70",5,5
"Volvo S70",5,4
"Volvo S70",5,4
"Volvo S70",4,4
"Volvo S70",5,4
"Volvo S70",2,3
"Volvo S70",5,4
"Volvo S70",1,1
"Volvo S70",5,5
"Volvo S70",4,5
"Volvo S70",2,2
"Volvo S70",1,1
"Volvo S70",1,1
"Volvo S70",1,1
"Volvo S80",4,4
"Volvo S80",5,5
"Volvo S80",4,4
"Volvo S80",2,1
"Volvo S80",5,3
"Volvo S80",5,5
"Volvo S80",5,5
"Volvo S80",5,5
"Volvo S80",2,3
"Volvo S80",3,2
"Volvo S80",3,4
"Volvo S80",1,1
"Volvo S80",5,5
"Volvo S80",3,4
"Volvo S80",5,5
"Volvo S80",5,5
"Volvo S80",2,2
"Volvo S80",1,1
"Volvo S80",1,1
"Volvo S80",5,5
"Volvo S80",5,5
"Volvo S80",4,5
"Volvo S80",5,5
"Volvo S80",3,4
"Volvo S80",5,4
"Volvo S80",3,5
"Volvo S80",3,4
"Volvo S80",2,2
"Volvo S80",5,5
"Volvo S80",2,2
"Volvo S80",1,1
"Volvo S80",1,1
"Volvo S80",1,1
"Volvo S80",5,5
"Volvo S80",5,5
"Volvo S80",5,5
"Volvo S80",1,2
"Volvo S80",4,3
"Volvo S80",3,4
"Volvo S80",5,4
"Volvo S80",5,5
"Volvo S80",5,5
"Volvo S80",5,5
"Volvo S80",4,5
"Volvo S80",5,5
"Volvo S80",2,2
"Volvo S80",5,5
"Volvo S80",4,5
"Volvo S80",4,5
"Volvo S80",5,5
"Volvo S80",5,5
"Volvo S80",1,1
"Volvo S80",2,2
"Volvo S80",2,2
"Volvo S80",4,4
"Volvo S80",3,5
"Volvo S80",5,4
"Volvo S80",3,4
"Volvo S80",5,5
"Volvo S80",3,2
"Volvo S80",4,5
"Volvo S80",5,5
"Volvo S80",5,5
"Volvo S80",5,5
"Volvo S80",5,5
"Volvo S80",1,1
"Volvo S80",1,1
"Volvo S80",5,5
"Volvo S80",1,1
"Volvo S80",2,2
"Volvo S80",2,2
"Volvo S80",5,5
"Volvo S80",2,2
"Volvo S80",5,5
"Volvo S80",4,4
"Volvo S80",1,1
"Volvo S80",5,5
"Volvo S80",4,4
"Volvo S80",4,5
"Volvo S80",1,1
"Volvo S80",4,4
"Volvo S80",2,2
"Volvo S80",5,5
"Volvo S80",2,2
"Volvo S80",3,3
"Volvo S80",2,2
"Volvo S80",2,1
"Volvo S80",1,1
"Volvo S80",2,2
"Volvo S80",2,1
"Volvo S80",2,2
"Volvo S80",2,2
"Volvo S80",3,2
"Volvo S80",2,1
"Volvo S80",1,2
"Volvo S80",1,1
"Volvo S80",2,2
"Volvo S80",1,1
"Volvo S80",5,5
"Volvo S80",4,5
"Volvo S80",1,1
"Volvo S80",4,4
"Volvo S80",1,1
"Volvo S80",5,5
"Volvo S80",1,1
"Volvo S80",2,3
"Volvo S80",2,3
"Volvo S80",2,3
"Volvo S80",4,5
"Volvo S80",3,2
"Volvo S80",2,2
"Volvo S80",1,1
"Volvo S80",2,1
"Volvo S80",3,3
"Volvo S80",1,1
"Volvo S80",3,3
"Volvo S80",4,4
"Volvo S80",5,5
"Volvo S80",4,3
